Year,price,Fuel type,Gear box type,Manufacturer,Color,CarName
2009,24681,Electric,Automatic,TESLA,Maroon,tesla modely
2015,39214,Petrol,Manual,HONDA,Green,honda hrv
2014,91222,Hybrid,CVT,AUDI,Gold,audi q7
2010,34825,Diesel,Manual,SUBARU,Green,subaru outback
2010,17207,Diesel,Manual,MINI,Blue,mini countryman
2008,11757,Electric,Automatic,VOLKSWAGEN,Red,vw taos
2013,10263,Hybrid,Manual,BUICK,Orange,buick suv
2024,77200,Diesel,CVT,BMW,Red,bmw 740i
2020,38028,Hybrid,Semi-Automatic,RENAULT,Red,renault crossover
2015,39415,Hybrid,Automatic,CHRYSLER,Gold,chrysler wagon
2023,54558,Hybrid,CVT,JAGUAR,Brown,jaguar xf
2022,52150,Hybrid,Semi-Automatic,AUDI,Blue,audi r8
2023,18471,Petrol,CVT,VOLKSWAGEN,Green,vw touareg
2010,32985,Electric,Automatic,SUBARU,Red,subaru impreza
2008,35670,Electric,Automatic,TESLA,Green,tesla models
2007,25874,Electric,Automatic,MAZDA,Blue,mazda cx9
2005,12013,Hybrid,Manual,SUBARU,Gold,subaru outback
2007,33166,Hybrid,CVT,MAZDA,Gold,mazda cx5
2009,31154,Electric,Automatic,SEAT,Black,seat crossover
2011,28067,Hybrid,Semi-Automatic,AUDI,Blue,audi q8
2010,72819,Electric,Automatic,BMW,Yellow,bmw m5
2012,45339,Petrol,Semi-Automatic,BMW,Brown,bmw x4
2018,91518,Electric,Automatic,MERCEDES-BENZ,Gold,mercedes-benz g550
2020,79367,Petrol,Semi-Automatic,MERCEDES-BENZ,Silver,mercedes-benz c200
2017,30906,Hybrid,Automatic,BMW,Black,bmw m5
2005,10568,Hybrid,Semi-Automatic,SUZUKI,Black,suzuki wagon
2014,30141,Petrol,Automatic,CHRYSLER,Blue,chrysler suv
2024,23909,Electric,Automatic,ACURA,Orange,acura mdx
2015,19253,Hybrid,Semi-Automatic,HYUNDAI,White,hyundai accent
2013,8421,Electric,Automatic,SUBARU,Gold,subaru crosstrek
2015,43371,Hybrid,Semi-Automatic,CHRYSLER,Maroon,chrysler convertible
2019,92163,Diesel,CVT,PORSCHE,Silver,porsche panamera
2005,32757,Hybrid,Semi-Automatic,BUICK,Yellow,buick convertible
2021,50431,Petrol,CVT,CHRYSLER,Red,chrysler coupe
2010,26781,Hybrid,Automatic,HYUNDAI,Purple,hyundai accent
2007,22188,Petrol,Semi-Automatic,FORD,Yellow,ford explorer
2013,34504,Electric,Automatic,JEEP,Maroon,jeep grand-cherokee
2006,27117,Hybrid,Automatic,HYUNDAI,Black,hyundai accent
2006,64413,Electric,Automatic,TESLA,Beige,tesla modely
2009,35119,Diesel,Manual,ACURA,Beige,acura mdx
2012,21018,Diesel,Semi-Automatic,AUDI,Yellow,audi r8
2014,65276,Diesel,CVT,BMW,Maroon,bmw 530i
2012,43227,Electric,Automatic,TOYOTA,Black,toyota venza
2020,64271,Diesel,Semi-Automatic,AUDI,Silver,audi a6
2009,21360,Hybrid,Automatic,VOLVO,Maroon,volvo v60
2022,9253,Electric,Automatic,SKODA,Yellow,skoda crossover
2013,50788,Hybrid,CVT,LAND-ROVER,Maroon,land-rover velar
2014,35063,Petrol,CVT,AUDI,Yellow,audi q7
2007,33565,Electric,Automatic,FORD,Orange,ford explorer
2017,25861,Petrol,Manual,SKODA,White,skoda crossover
2023,49406,Electric,Automatic,RAM,White,ram coupe
2006,18834,Electric,Automatic,TESLA,Blue,tesla roadster
2015,39464,Electric,Automatic,DODGE,Beige,dodge ram1500
2024,69330,Hybrid,CVT,JAGUAR,Black,jaguar ftype
2023,12188,Hybrid,Semi-Automatic,BUICK,Green,buick truck
2007,47490,Hybrid,Semi-Automatic,ACURA,Navy,acura rdx
2012,16462,Hybrid,Automatic,RENAULT,Silver,renault minivan
2010,20882,Electric,Automatic,HONDA,Maroon,honda crv
2005,22640,Petrol,CVT,LEXUS,Beige,lexus rc300
2007,6083,Petrol,Automatic,NISSAN,Red,nissan maxima
2022,19141,Hybrid,Automatic,BUICK,Brown,buick suv
2013,22477,Electric,Automatic,NISSAN,Red,nissan titan
2006,36843,Petrol,Semi-Automatic,KIA,Red,kia carnival
2013,20295,Hybrid,Semi-Automatic,NISSAN,Silver,nissan titan
2019,36433,Electric,Automatic,TESLA,Gold,tesla model3
2009,13637,Petrol,Manual,MITSUBISHI,Brown,mitsubishi sedan
2018,50047,Petrol,Automatic,JEEP,Grey,jeep compass
2018,10098,Petrol,CVT,VOLKSWAGEN,White,vw passat
2007,25569,Electric,Automatic,INFINITI,Grey,infiniti qx50
2023,23459,Electric,Automatic,HYUNDAI,Red,hyundai accent
2014,37087,Petrol,Semi-Automatic,VOLVO,Black,volvo v90
2009,10074,Diesel,Semi-Automatic,HYUNDAI,Orange,hyundai kona
2017,12798,Electric,Automatic,GMC,Silver,gmc sedan
2007,36245,Diesel,Semi-Automatic,HONDA,Black,honda civic
2020,42688,Electric,Automatic,TESLA,Purple,tesla roadster
2022,20495,Diesel,Manual,FIAT,Red,fiat convertible
2011,28202,Diesel,Manual,INFINITI,Blue,infiniti qx80
2021,40563,Electric,Automatic,GMC,Black,gmc convertible
2016,32787,Hybrid,Automatic,VOLVO,Green,volvo v90
2007,34816,Electric,Automatic,PEUGEOT,Beige,peugeot convertible
2024,12654,Diesel,Manual,SKODA,Beige,skoda coupe
2017,21436,Petrol,Manual,CADILLAC,Maroon,cadillac hatchback
2019,9372,Electric,Automatic,JEEP,Beige,jeep gladiator
2021,42613,Electric,Automatic,INFINITI,Orange,infiniti q70
2019,28348,Petrol,CVT,FORD,Green,ford expedition
2013,43322,Petrol,Automatic,DODGE,Beige,dodge journey
2011,8394,Hybrid,Manual,MITSUBISHI,Purple,mitsubishi wagon
2011,16114,Petrol,Semi-Automatic,KIA,Silver,kia carnival
2023,57016,Petrol,Manual,PORSCHE,Silver,porsche macan
2017,13204,Electric,Automatic,SUZUKI,Black,suzuki crossover
2014,72270,Electric,Automatic,TESLA,Red,tesla modely
2024,45733,Diesel,Automatic,FORD,Red,ford bronco
2009,37791,Petrol,Semi-Automatic,DODGE,Maroon,dodge journey
2007,35720,Electric,Automatic,HONDA,Silver,honda fit
2019,24202,Electric,Automatic,RENAULT,Navy,renault coupe
2009,29153,Hybrid,Automatic,CHRYSLER,Maroon,chrysler convertible
2019,36181,Electric,Automatic,AUDI,Green,audi rs7
2012,69994,Petrol,Manual,BMW,Gold,bmw x1
2020,21489,Petrol,Semi-Automatic,FORD,Brown,ford bronco
2019,44046,Petrol,CVT,FORD,White,ford mustang
2021,25884,Hybrid,CVT,JEEP,Purple,jeep wrangler
2012,16867,Hybrid,Automatic,TOYOTA,Blue,toyota sienna
2016,38179,Petrol,CVT,VOLKSWAGEN,Navy,vw arteon
2018,15601,Diesel,Semi-Automatic,BUICK,Beige,buick minivan
2017,12953,Petrol,Manual,PEUGEOT,Blue,peugeot crossover
2022,47249,Diesel,Semi-Automatic,SEAT,Brown,seat wagon
2008,27039,Diesel,Semi-Automatic,INFINITI,Yellow,infiniti qx80
2019,20205,Electric,Automatic,NISSAN,Purple,nissan armada
2009,58072,Petrol,Automatic,LEXUS,Brown,lexus is300
2019,41728,Hybrid,Automatic,MAZDA,Silver,mazda mazda3
2020,39674,Hybrid,Automatic,SKODA,Navy,skoda minivan
2021,39405,Electric,Automatic,SUBARU,Black,subaru wrx
2012,43937,Hybrid,Semi-Automatic,ACURA,Yellow,acura rlx
2023,9611,Diesel,Manual,DODGE,Purple,dodge journey
2006,23835,Diesel,CVT,SEAT,Yellow,seat wagon
2021,34470,Petrol,Manual,NISSAN,Blue,nissan sentra
2012,33839,Hybrid,Semi-Automatic,CADILLAC,Black,cadillac sedan
2019,62250,Diesel,Automatic,INFINITI,Blue,infiniti q70
2011,27410,Petrol,CVT,JEEP,Red,jeep wagoneer
2008,24855,Petrol,Semi-Automatic,CHRYSLER,Yellow,chrysler convertible
2019,33746,Hybrid,Semi-Automatic,KIA,Navy,kia telluride
2021,10115,Electric,Automatic,CHRYSLER,Yellow,chrysler coupe
2010,57610,Electric,Automatic,JAGUAR,Silver,jaguar xe
2022,51308,Diesel,Manual,TOYOTA,Black,toyota yaris
2023,38547,Petrol,Manual,MINI,White,mini paceman
2015,20916,Hybrid,CVT,HYUNDAI,Silver,hyundai sonata
2010,82285,Hybrid,CVT,BMW,Beige,bmw x1
2015,27540,Electric,Automatic,DODGE,Gold,dodge ram2500
2018,12362,Hybrid,Automatic,SKODA,Orange,skoda suv
2006,58607,Diesel,Automatic,LEXUS,Navy,lexus lx570
2023,54807,Hybrid,Manual,RENAULT,Green,renault minivan
2009,30293,Diesel,Semi-Automatic,VOLKSWAGEN,Gold,vw gti
2015,13483,Hybrid,Semi-Automatic,FORD,Orange,ford escape
2007,20519,Electric,Automatic,RENAULT,Silver,renault crossover
2024,29478,Hybrid,CVT,TOYOTA,Beige,toyota highlander
2017,29420,Petrol,Semi-Automatic,ACURA,Silver,acura rlx
2015,39379,Hybrid,Semi-Automatic,INFINITI,Red,infiniti q60
2011,28701,Electric,Automatic,TESLA,Orange,tesla cybertruck
2011,38565,Electric,Automatic,HYUNDAI,Silver,hyundai palisade
2012,30372,Diesel,Automatic,RENAULT,Gold,renault wagon
2007,22671,Diesel,CVT,HONDA,Grey,honda accord
2019,11991,Electric,Automatic,FORD,Navy,ford f150
2010,16604,Diesel,Automatic,HYUNDAI,Maroon,hyundai kona
2013,36715,Petrol,Semi-Automatic,JEEP,Beige,jeep grand-cherokee
2008,32897,Diesel,Manual,SUZUKI,Maroon,suzuki hatchback
2014,40567,Electric,Automatic,NISSAN,Maroon,nissan leaf
2005,20421,Hybrid,Semi-Automatic,HYUNDAI,Navy,hyundai tucson
2016,40191,Hybrid,Manual,TOYOTA,Gold,toyota chr
2007,9406,Electric,Automatic,MINI,Green,mini cooper
2021,65456,Hybrid,Automatic,INFINITI,Brown,infiniti qx80
2019,40171,Diesel,Manual,JEEP,Yellow,jeep cherokee
2015,39463,Petrol,Automatic,MITSUBISHI,Black,mitsubishi wagon
2013,68911,Electric,Automatic,TESLA,Purple,tesla cybertruck
2011,26003,Diesel,Semi-Automatic,MAZDA,Beige,mazda cx50
2017,42219,Diesel,CVT,PORSCHE,Black,porsche panamera
2018,39703,Hybrid,CVT,PEUGEOT,Silver,peugeot crossover
2017,49011,Electric,Automatic,SEAT,Yellow,seat suv
2020,10864,Petrol,Semi-Automatic,JEEP,Purple,jeep compass
2005,15146,Electric,Automatic,RAM,Maroon,ram hatchback
2010,10918,Diesel,Manual,CHRYSLER,Yellow,chrysler minivan
2016,10919,Electric,Automatic,DODGE,Maroon,dodge challenger
2016,38850,Petrol,Manual,PORSCHE,Grey,porsche cayenne
2021,61558,Hybrid,Automatic,MERCEDES-BENZ,Orange,mercedes-benz amg
2020,70347,Petrol,Automatic,INFINITI,Yellow,infiniti qx80
2018,29750,Diesel,Automatic,SUBARU,Yellow,subaru crosstrek
2017,32296,Diesel,Semi-Automatic,JAGUAR,Blue,jaguar epace
2010,36264,Petrol,Semi-Automatic,SKODA,Purple,skoda hatchback
2023,60926,Diesel,Semi-Automatic,VOLVO,Brown,volvo xc90
2006,12509,Petrol,Semi-Automatic,SEAT,Maroon,seat crossover
2010,5793,Petrol,Automatic,SUZUKI,Navy,suzuki convertible
2011,40580,Diesel,Automatic,MINI,Orange,mini clubman
2009,24400,Hybrid,Automatic,HYUNDAI,Orange,hyundai venue
2012,29169,Electric,Automatic,PEUGEOT,Red,peugeot convertible
2013,16339,Hybrid,Manual,CADILLAC,Navy,cadillac minivan
2017,37668,Hybrid,Manual,CADILLAC,Silver,cadillac sedan
2010,35236,Petrol,CVT,BMW,Brown,bmw x5
2023,84772,Petrol,Semi-Automatic,MERCEDES-BENZ,Orange,mercedes-benz e450
2009,15156,Petrol,CVT,VOLKSWAGEN,Purple,vw gti
2023,14095,Hybrid,Semi-Automatic,NISSAN,Maroon,nissan murano
2010,31688,Diesel,Semi-Automatic,MITSUBISHI,Navy,mitsubishi minivan
2007,25071,Hybrid,Automatic,HONDA,Brown,honda civic
2012,47252,Petrol,Manual,JAGUAR,Gold,jaguar epace
2023,27229,Hybrid,Automatic,SUZUKI,Navy,suzuki sedan
2014,18734,Diesel,Semi-Automatic,CHRYSLER,Gold,chrysler convertible
2005,22446,Hybrid,CVT,MINI,White,mini coupe
2012,51550,Hybrid,Semi-Automatic,PORSCHE,Green,porsche cayman
2015,18005,Petrol,Automatic,CADILLAC,Red,cadillac coupe
2017,19296,Petrol,CVT,FORD,Green,ford escape
2008,39709,Hybrid,CVT,KIA,Purple,kia optima
2013,31918,Hybrid,CVT,CHEVROLET,Red,chevrolet camaro
2008,58625,Electric,Automatic,TESLA,Grey,tesla modely
2024,48927,Electric,Automatic,AUDI,White,audi rs7
2020,50627,Diesel,Automatic,MITSUBISHI,Silver,mitsubishi minivan
2020,41319,Diesel,Semi-Automatic,JEEP,Brown,jeep renegade
2022,11468,Hybrid,Manual,TOYOTA,Brown,toyota venza
2015,10677,Hybrid,Semi-Automatic,RENAULT,Silver,renault wagon
2017,88027,Electric,Automatic,LAND-ROVER,Silver,land-rover evoque
2012,15391,Electric,Automatic,SUZUKI,Purple,suzuki wagon
2008,16917,Electric,Automatic,NISSAN,Black,nissan armada
2024,33492,Electric,Automatic,BUICK,Maroon,buick truck
2020,44312,Hybrid,Semi-Automatic,JAGUAR,Beige,jaguar epace
2019,39769,Petrol,Semi-Automatic,AUDI,Navy,audi a8
2013,15643,Diesel,Semi-Automatic,VOLVO,Blue,volvo c40
2018,94794,Electric,Automatic,MERCEDES-BENZ,Gold,mercedes-benz c300
2006,50217,Diesel,Manual,AUDI,Maroon,audi s5
2021,65048,Petrol,CVT,BMW,Silver,bmw m5
2012,6378,Petrol,Automatic,DODGE,White,dodge challenger
2016,39246,Hybrid,Automatic,RAM,Brown,ram convertible
2006,72725,Electric,Automatic,PORSCHE,White,porsche panamera
2019,18009,Petrol,Semi-Automatic,MITSUBISHI,Silver,mitsubishi crossover
2011,36628,Diesel,Automatic,CADILLAC,Brown,cadillac sedan
2008,40245,Electric,Automatic,CADILLAC,Silver,cadillac suv
2022,55001,Diesel,CVT,SKODA,Red,skoda crossover
2013,40384,Hybrid,Semi-Automatic,HYUNDAI,White,hyundai genesis
2016,44305,Petrol,Manual,HYUNDAI,Brown,hyundai sonata
2017,31104,Diesel,Manual,LEXUS,Orange,lexus lx570
2012,24125,Petrol,Automatic,HYUNDAI,Silver,hyundai accent
2012,29632,Hybrid,Semi-Automatic,HYUNDAI,Purple,hyundai santafe
2022,41177,Hybrid,Manual,SEAT,Yellow,seat hatchback
2018,35869,Hybrid,Automatic,FORD,Navy,ford explorer
2013,45440,Petrol,Manual,PORSCHE,White,porsche cayman
2012,14243,Hybrid,Manual,KIA,Blue,kia k5
2013,42549,Diesel,Manual,RAM,Grey,ram truck
2022,40979,Electric,Automatic,HONDA,Brown,honda insight
2015,9631,Petrol,Semi-Automatic,DODGE,Red,dodge ram2500
2009,29613,Electric,Automatic,NISSAN,Orange,nissan sentra
2007,49671,Diesel,CVT,ACURA,White,acura tlx
2020,14220,Petrol,Semi-Automatic,TOYOTA,Gold,toyota 4runner
2019,65488,Hybrid,CVT,INFINITI,Black,infiniti qx50
2024,44050,Diesel,Automatic,HONDA,Silver,honda pilot
2014,19075,Hybrid,Automatic,SUBARU,Black,subaru crosstrek
2009,37459,Hybrid,CVT,MINI,Silver,mini clubman
2013,42944,Hybrid,CVT,GMC,Grey,gmc convertible
2006,25601,Petrol,Automatic,SUBARU,Gold,subaru forester
2008,19976,Diesel,Manual,CHEVROLET,Grey,chevrolet suburban
2018,25338,Petrol,Semi-Automatic,MINI,Navy,mini countryman
2014,19833,Petrol,CVT,CADILLAC,Red,cadillac suv
2007,37720,Petrol,CVT,JAGUAR,Purple,jaguar xf
2019,28576,Electric,Automatic,VOLVO,Orange,volvo s60
2020,19443,Electric,Automatic,FIAT,Silver,fiat wagon
2013,31898,Electric,Automatic,BUICK,Navy,buick truck
2018,41473,Electric,Automatic,KIA,Black,kia stinger
2013,40984,Electric,Automatic,FIAT,Green,fiat sedan
2014,37984,Electric,Automatic,CHEVROLET,Grey,chevrolet corvette
2007,57435,Electric,Automatic,MERCEDES-BENZ,Red,mercedes-benz c300
2021,39385,Hybrid,Manual,SKODA,Yellow,skoda minivan
2023,74152,Hybrid,CVT,INFINITI,Grey,infiniti q60
2009,11871,Diesel,Semi-Automatic,HONDA,Grey,honda fit
2023,20257,Electric,Automatic,VOLVO,Orange,volvo xc90
2023,72521,Electric,Automatic,TESLA,Grey,tesla modelx
2006,18013,Diesel,Automatic,MERCEDES-BENZ,Silver,mercedes-benz cls
2018,57555,Hybrid,Manual,ACURA,Grey,acura ilx
2010,22041,Hybrid,Semi-Automatic,PORSCHE,Beige,porsche 911
2010,12124,Electric,Automatic,DODGE,Navy,dodge journey
2011,19609,Diesel,Automatic,MITSUBISHI,Yellow,mitsubishi sedan
2018,11658,Petrol,Semi-Automatic,KIA,Purple,kia soul
2016,46977,Electric,Automatic,TESLA,Gold,tesla roadster
2011,72177,Diesel,CVT,MERCEDES-BENZ,Brown,mercedes-benz s500
2012,23856,Electric,Automatic,HONDA,Grey,honda fit
2020,43500,Hybrid,Manual,DODGE,Gold,dodge challenger
2014,18243,Petrol,CVT,KIA,Black,kia sportage
2021,41970,Electric,Automatic,VOLKSWAGEN,Brown,vw touareg
2008,18815,Hybrid,Automatic,FORD,Beige,ford ranger
2023,38912,Electric,Automatic,BUICK,Orange,buick minivan
2007,19939,Hybrid,Manual,VOLVO,Red,volvo v60
2019,24209,Electric,Automatic,MINI,Brown,mini clubman
2006,23073,Hybrid,Semi-Automatic,MITSUBISHI,Blue,mitsubishi coupe
2024,66202,Electric,Automatic,LEXUS,Green,lexus ls500
2013,39963,Electric,Automatic,VOLKSWAGEN,Purple,vw taos
2021,37878,Hybrid,Semi-Automatic,SEAT,Green,seat convertible
2017,21450,Electric,Automatic,DODGE,White,dodge journey
2005,45984,Diesel,Automatic,AUDI,Maroon,audi a6
2015,20923,Hybrid,Automatic,INFINITI,Brown,infiniti q50
2015,10635,Diesel,Manual,GMC,Navy,gmc hatchback
2009,13070,Hybrid,Semi-Automatic,CHEVROLET,Black,chevrolet equinox
2024,56246,Diesel,Automatic,INFINITI,Blue,infiniti qx60
2012,42985,Hybrid,Manual,CADILLAC,Brown,cadillac suv
2009,32875,Diesel,CVT,NISSAN,Silver,nissan murano
2013,36822,Diesel,Manual,CHRYSLER,Gold,chrysler sedan
2017,21543,Diesel,Manual,RAM,Brown,ram convertible
2024,33903,Hybrid,CVT,LAND-ROVER,Maroon,land-rover range-rover
2019,50285,Electric,Automatic,PEUGEOT,Purple,peugeot minivan
2020,36986,Electric,Automatic,TOYOTA,Blue,toyota corolla
2014,7933,Electric,Automatic,FIAT,Blue,fiat crossover
2017,19105,Electric,Automatic,SEAT,Green,seat wagon
2021,20902,Diesel,Automatic,JEEP,Beige,jeep gladiator
2013,22985,Electric,Automatic,JAGUAR,Orange,jaguar xf
2019,44042,Hybrid,CVT,VOLVO,Red,volvo v90
2014,11987,Diesel,Manual,SKODA,Brown,skoda sedan
2012,11320,Hybrid,Manual,BUICK,Green,buick truck
2023,14902,Hybrid,CVT,CHRYSLER,Brown,chrysler coupe
2011,39547,Electric,Automatic,MERCEDES-BENZ,Silver,mercedes-benz c300
2019,32989,Electric,Automatic,DODGE,Purple,dodge durango
2023,41363,Electric,Automatic,RAM,Red,ram truck
2011,23874,Diesel,Automatic,SKODA,Silver,skoda suv
2023,48683,Petrol,Automatic,HONDA,Silver,honda pilot
2015,24120,Electric,Automatic,HONDA,Black,honda crv
2018,77120,Electric,Automatic,JAGUAR,Red,jaguar xj
2020,32274,Hybrid,Automatic,KIA,Maroon,kia optima
2013,15192,Hybrid,Manual,MINI,Maroon,mini coupe
2010,27089,Petrol,Automatic,VOLKSWAGEN,Brown,vw arteon
2009,28128,Electric,Automatic,SUBARU,Red,subaru outback
2017,25439,Electric,Automatic,SUBARU,Maroon,subaru wrx
2017,35909,Petrol,CVT,KIA,Purple,kia telluride
2013,30900,Diesel,Semi-Automatic,SUBARU,Orange,subaru brz
2011,40566,Diesel,Manual,VOLVO,Grey,volvo xc60
2012,8943,Hybrid,CVT,FIAT,Beige,fiat crossover
2024,69710,Electric,Automatic,PORSCHE,Green,porsche 911
2021,46175,Electric,Automatic,CHRYSLER,Navy,chrysler wagon
2008,60194,Hybrid,Manual,AUDI,Orange,audi a3
2014,34570,Diesel,Semi-Automatic,CADILLAC,Orange,cadillac convertible
2012,35999,Hybrid,CVT,CHEVROLET,Purple,chevrolet equinox
2012,30339,Diesel,Automatic,FORD,Blue,ford fiesta
2009,32734,Petrol,CVT,MINI,Navy,mini paceman
2014,62010,Electric,Automatic,VOLVO,Gold,volvo c40
2010,33808,Diesel,Semi-Automatic,MINI,Green,mini coupe
2015,12101,Electric,Automatic,MITSUBISHI,Purple,mitsubishi truck
2019,45327,Diesel,Automatic,LAND-ROVER,Purple,land-rover range-rover
2021,44184,Hybrid,Semi-Automatic,RAM,Red,ram crossover
2013,17882,Diesel,CVT,DODGE,Gold,dodge ram2500
2009,31686,Electric,Automatic,SEAT,Grey,seat wagon
2018,35398,Electric,Automatic,CHEVROLET,Black,chevrolet colorado
2013,47537,Hybrid,Semi-Automatic,INFINITI,Brown,infiniti q50
2022,33017,Petrol,Semi-Automatic,VOLVO,Red,volvo s60
2011,29500,Hybrid,CVT,GMC,Yellow,gmc truck
2018,49403,Hybrid,Automatic,VOLVO,Silver,volvo xc40
2005,67767,Hybrid,Manual,MERCEDES-BENZ,Purple,mercedes-benz c300
2011,61455,Hybrid,Automatic,MERCEDES-BENZ,Beige,mercedes-benz c180
2013,42019,Diesel,CVT,PORSCHE,Green,porsche macan
2009,25827,Petrol,CVT,RAM,Green,ram sedan
2022,28644,Petrol,CVT,HONDA,Purple,honda crv
2011,38636,Diesel,CVT,INFINITI,Blue,infiniti q50
2015,33135,Diesel,Manual,JEEP,Orange,jeep wrangler
2016,35642,Petrol,Automatic,HYUNDAI,Green,hyundai tucson
2024,27910,Electric,Automatic,RAM,Beige,ram coupe
2010,19729,Electric,Automatic,RAM,Maroon,ram coupe
2019,24497,Hybrid,CVT,SKODA,Beige,skoda hatchback
2005,12554,Electric,Automatic,MITSUBISHI,Beige,mitsubishi minivan
2017,15101,Petrol,Semi-Automatic,FORD,Purple,ford explorer
2022,43661,Electric,Automatic,MINI,White,mini coupe
2023,33475,Petrol,Manual,MINI,Purple,mini cooper
2017,63079,Electric,Automatic,TESLA,Green,tesla models
2005,34446,Diesel,Semi-Automatic,VOLVO,Navy,volvo v90
2016,29201,Hybrid,Manual,RENAULT,Maroon,renault wagon
2013,28785,Hybrid,CVT,NISSAN,Brown,nissan altima
2007,36434,Hybrid,CVT,MAZDA,Navy,mazda mazda6
2010,14338,Petrol,Semi-Automatic,PEUGEOT,Beige,peugeot coupe
2011,31684,Electric,Automatic,TOYOTA,Maroon,toyota venza
2023,15179,Electric,Automatic,GMC,Brown,gmc crossover
2024,55860,Electric,Automatic,CHEVROLET,Black,chevrolet camaro
2011,26034,Hybrid,CVT,LEXUS,White,lexus rx350
2017,95523,Electric,Automatic,PORSCHE,Black,porsche cayman
2005,64619,Diesel,CVT,AUDI,Black,audi tt
2019,60286,Hybrid,Semi-Automatic,INFINITI,Beige,infiniti q70
2019,46670,Electric,Automatic,HONDA,Navy,honda odyssey
2009,11307,Electric,Automatic,DODGE,Brown,dodge durango
2009,30326,Electric,Automatic,ACURA,Green,acura mdx
2009,17790,Hybrid,Semi-Automatic,GMC,Black,gmc minivan
2020,42191,Electric,Automatic,TOYOTA,Purple,toyota venza
2016,8238,Petrol,Manual,RENAULT,Navy,renault crossover
2008,34581,Diesel,Semi-Automatic,RENAULT,Yellow,renault sedan
2024,23995,Petrol,CVT,GMC,Navy,gmc minivan
2013,24366,Electric,Automatic,JEEP,Red,jeep grand-cherokee
2006,74469,Petrol,Automatic,LEXUS,Red,lexus nx300
2005,33448,Hybrid,CVT,MITSUBISHI,Gold,mitsubishi convertible
2013,45798,Diesel,CVT,BUICK,Maroon,buick suv
2006,35462,Petrol,Manual,SUZUKI,Green,suzuki truck
2013,28395,Petrol,Manual,SUZUKI,Navy,suzuki hatchback
2023,59982,Electric,Automatic,PORSCHE,Black,porsche boxster
2015,52950,Electric,Automatic,VOLVO,Maroon,volvo v60
2012,21660,Petrol,CVT,BMW,Grey,bmw 530i
2016,27366,Hybrid,CVT,MERCEDES-BENZ,Purple,mercedes-benz glc
2021,58324,Hybrid,CVT,LAND-ROVER,Gold,land-rover velar
2024,13278,Electric,Automatic,NISSAN,Red,nissan titan
2017,27666,Electric,Automatic,SUZUKI,Navy,suzuki hatchback
2013,59200,Hybrid,Manual,BMW,White,bmw z4
2019,40642,Electric,Automatic,VOLKSWAGEN,White,vw polo
2024,46223,Hybrid,Semi-Automatic,TOYOTA,Blue,toyota prius
2023,10487,Diesel,Semi-Automatic,FORD,Purple,ford fusion
2024,29581,Electric,Automatic,FORD,Red,ford focus
2018,60175,Hybrid,CVT,BMW,Grey,bmw x5
2010,51345,Electric,Automatic,VOLVO,Yellow,volvo c40
2012,23400,Diesel,Automatic,HYUNDAI,White,hyundai kona
2011,40099,Hybrid,Automatic,SKODA,Yellow,skoda convertible
2015,74103,Petrol,Manual,JAGUAR,White,jaguar xe
2022,50036,Hybrid,CVT,PORSCHE,Maroon,porsche taycan
2012,27546,Electric,Automatic,AUDI,Brown,audi s4
2005,26656,Hybrid,Automatic,JEEP,Navy,jeep cherokee
2005,40713,Hybrid,Automatic,VOLVO,Yellow,volvo xc40
2019,101447,Hybrid,Automatic,MERCEDES-BENZ,Orange,mercedes-benz e350
2014,43651,Petrol,Manual,VOLKSWAGEN,White,vw polo
2005,5119,Electric,Automatic,NISSAN,Yellow,nissan leaf
2013,43411,Petrol,Automatic,VOLVO,Black,volvo c40
2019,23875,Petrol,CVT,CHRYSLER,Black,chrysler hatchback
2014,17336,Diesel,Manual,CHRYSLER,Purple,chrysler truck
2013,22866,Electric,Automatic,RENAULT,Yellow,renault truck
2009,10872,Electric,Automatic,PEUGEOT,Gold,peugeot minivan
2014,44757,Petrol,Manual,INFINITI,Navy,infiniti q60
2013,19588,Petrol,Automatic,RAM,Silver,ram convertible
2006,45513,Electric,Automatic,MERCEDES-BENZ,Grey,mercedes-benz c200
2007,29025,Electric,Automatic,SUZUKI,Red,suzuki coupe
2007,12836,Hybrid,Automatic,VOLKSWAGEN,Red,vw tiguan
2006,49392,Diesel,Automatic,MERCEDES-BENZ,Blue,mercedes-benz s500
2016,15663,Petrol,CVT,MITSUBISHI,Grey,mitsubishi hatchback
2024,9645,Hybrid,Manual,GMC,White,gmc sedan
2006,34010,Hybrid,Manual,FIAT,Beige,fiat minivan
2019,22980,Electric,Automatic,TESLA,Purple,tesla modelx
2010,50956,Diesel,CVT,VOLVO,Grey,volvo s60
2009,5561,Petrol,CVT,HONDA,Navy,honda odyssey
2012,29731,Electric,Automatic,GMC,White,gmc wagon
